PROBLEM_ID,TITLE_NM,TAGS_NM,SOLVED_USR,HASH_ID
,Distributing Ballot Boxes,binary search impl,,3838000
,"Game, Set and Match",,,3839000
,Guess the Numbers,,,3840000
,Non-negative Partial Sums,ds deque prefix sum,,3841000
,Peer Review,,,3842000
,볼록 정다각형,bruteforce geom math,,3843000
,백준 공화국,exponentiation by squaring math number theory primality test eratosthenes,,3844000
,잔디깎기,sorting sweeping,,3845000
,Periodic points,dp linear algebra math,,3846000
,Comparing answers,heuristics impl linear algebra math randomization,,3847000
,Fake scoreboard,,,3848000
,Palindromic DNA,2-sat ds dsu graph scc,,3849000
,Jumping monkey,bfs bitmask dp bitfield dp graph traversal,,3850000
,Sensor network,,,3851000
,생산 공정,,,3852000
,자물쇠와 열쇠,,,3853000
,3-sided dice,geom,,3854000
,Trick or Treat,binary search geom ternary search,,3855000
,Working at the Restaurant,impl string,,3856000
,전구 게임,,,3857000
,Darts,binary search combinatorics dp game theory math parametric search,,3858000
,Genetics,,,3859000
,할로윈 묘지,bellman-ford graph,,3860000
,Slalom,dp geom,,3861000
,Routing,,,3862000
,행복한 전화 통화,bruteforce case work impl,,3863000
,Stammering Aliens,binary search parametric search string suffix array and lcp array,,3864000
,학회원,bfs ds dfs graph traversal hashset parsing string,,3865000
,풍선 수집,dp greedy,,3866000
,고속도로 위의 마을,,,3867000
,Awkward Lights,,,3868000
,The Two Men of the Japanese Alps,,,3869000
,Find the Multiples,compression ds dp hashset math number theory prefix sum treeset,,3870000
,Test Case Tweaking,,,3871000
,Where’s Wally,,,3872000
,Intersection of Two Prisms,calculus geom 3d impl math,,3873000
,Matrix Calculator,impl parsing string,,3874000
,Cubist Artwork,greedy,,3875000
,sed 이용,bfs ds graph traversal hashset string,,3876000
,Swimming Jam,,,3877000
,점 분리,convex hull geom line segment intersection check point in convex polygon check,,3878000
,Origami Through-Hole,,,3879000
,화학자의 수학,,,3880000
,말파티 원,binary search geom math parametric search,,3881000
,스무고개,,,3882000
,Hobby on Rails,,,3883000
,Infected Land,,,3884000
,회색 영역,impl math,,3885000
,Expected Allowance,bruteforce math probability,,3886000
,Stopped Watches,,,3887000
,Digits on the Floor,,,3888000
,구면 거울,,,3889000
,Traveling Cube,,,3890000
,키워드 검색,,,3891000
,Top Spinning,,,3892000
,공통 다항식,,,3893000
,지그재그,,,3894000
,그리고 하나가 남았다,ds dp math number theory segtree,,3895000
,소수 사이 수열,math number theory primality test eratosthenes,,3896000
,Minimal Backgammon,dp impl math probability,,3897000
,Lowest Pyramid,,,3898000
,도로 지도,,,3899000
,Slim Span,ds dsu graph mst two-pointer,,3900000
,The Morning after Halloween,bfs graph traversal,,3901000
,Bug Hunt,ds hashset impl parsing recursion stack string,,3902000
,제주도,binary search geom hpi,,3903000
,The Teacher's Side of Math,gaussian elimination linear algebra math number theory,,3904000
,How I Wonder What You Are!,geom 3d,,3905000
,How I Mathematician Wonder What You Are!,,,3906000
,정육면체 8퍼즐,bfs graph traversal impl meet in the middle,,3907000
,서로 다른 소수의 합,dp math number theory primality test eratosthenes,,3908000
,맨하탄 배선,,,3909000
,거듭제곱 계산,backtrack graph traversal,,3910000
,Polygons on the Grid,,,3911000
,The Best Name for Your Baby,,,3912000
,Enjoyable Communication,,,3913000
,Maximum Sum,dp,,3914000
,Book Replacement,,,3915000
,Colored Cubes,,,3916000
,Organize Your Train,,,3917000
,Mobile Computing,bitmask bruteforce,,3918000
,Atomic Car Race,dp,,3919000
,Network Mess,,,3920000
,Bingo,,,3921000
,Shy Polygon,geom line segment intersection check point in non-convex polygon check,,3922000
,저울,bruteforce math sorting,,3923000
,Make a Sequence,impl simulation,,3924000
,암호화의 취약점 찾기,bitmask impl math,,3925000
,Pathological Paths,impl parsing string tree,,3926000
,Confusing Login Names,,,3927000
,Dice Puzzle,,,3928000
,Color the Map,,,3929000
,Inherit the Spheres,,,3930000
,Crossing Prisms,,,3931000
,Unreliable Messengers,impl simulation string,,3932000
,라그랑주의 네 제곱수 정리,bruteforce dp,,3933000
,Area of Polygons,geom sorting,,3934000
,바람의 신,ds dp hashset,,3935000
,Molecular Formula,ds hash parsing recursion stack string,,3936000
,Gap,,,3937000
,Concert Hall Scheduling,flow mcmf,,3938000
,Monster Trap,,,3939000
,헤일스톤 수열,impl simulation,,3943000
,나머지 계산,math number theory,,3944000
,Pen Counts,math,,3945000
,랜덤 걷기,dp math probability,,3946000
,폴하버의 삼각형,,,3947000
,홍준이의 친위대,combinatorics dp math,,3948000
,Mad Veterinarian,,,3949000
,Windmill Animation,,,3950000
,Push-To Telescope,,,3951000
,Mystery,string,,3952000
,Battleship,,,3953000
,Brainf**k 인터프리터,ds impl simulation stack,,3954000
,캔디 분배,extended euclidean algorithm math number theory,,3955000
,Outsourcing,,,3956000
,Pizza Hawaii,,,3957000
,롤러코스터 타기,,,3958000
,스키 점프,geom math physics,,3959000
,Suffix Array Re-construction,,,3960000
,터치스크린 키보드,,,3961000
,Track Smoothing,,,3962000
,Treasure Diving,,,3963000
,팩토리얼과 거듭제곱,math number theory primality test eratosthenes,,3964000
,Genetic Fraud,,,3965000
,Indiana Jones and the lost Soccer Cup,,,3966000
,매직 스타,backtrack impl,,3967000
,Magical Crafting,,,3968000
,My brother’s diary,,,3969000
,안전 구역,convex hull geom,,3970000
,Sightseeing,,,3971000
,Suiting Weavers,,,3972000
,Time To Live,graph traversal tree,,3973000
,Absurd prices,,,3974000
,Cheating or Not,,,3975000
,역습,dp,,3976000
,축구 전술,graph scc,,3977000
,Hacking,bruteforce hash string,,3978000
,Last Minute Constructions,,,3979000
,선발 명단,backtrack bruteforce,,3980000
,큐브러버,calculus linear algebra math,,3981000
,Soccer Bets,impl,,3982000
,The Two-ball Game,,,3983000
,To score or not to score,,,3984000
,롤 케이크,impl simulation,,3985000
,좋은 단어,ds stack,,3986000
,보이저 1호,impl simulation,,3987000
,수 고르기,ds deque priority queue sliding window,,3988000
,유행성 독감,exponentiation by squaring math,,3989000
,화면 보호기,ds math segtree,,3990000
,한번 쏘면 멈출 수 없어,constructive impl,,3991000
,Caravan Robbers,cht parametric search,,3992000
,Disjoint Regular Expressions,0-1 bfs bfs dijkstra's graph traversal impl parsing regex string,,3993000
,Exact Measurement,greedy,,3994000
,스네이크 큐브,backtrack impl,,3995000
,위대한 사기꾼,,,3996000
,하이퍼드롬,bitmask prefix sum,,3997000
,단백질 식별,dp,,3998000
,텔레점프,ad-hoc case work constructive,,3999000
,Kingdom Reunion,case work ds geom impl point in convex polygon check point in non-convex polygon check sweeping treeset,,4000000
,미노타우르스 미궁,binary search dp graph traversal prefix sum,,4001000
,닌자배치,ds priority queue smaller to larger tree,,4002000
,경비병,ds dp greedy sparse table,,4003000
,쿠나이,ds impl priority queue segtree sweeping,,4004000
,테이블 색칠하기,ds dfs dsu graph traversal math,,4005000
,경로 찾기,compression dijkstra's geom graph sweeping,,4006000
,단어 추측 게임,,,4007000
,특공대,cht dp,,4008000
,순찰,dp tree dp tree,,4009000
,신호,geom sweeping,,4010000
,기름 파기,math prefix sum,,4011000
,컨벤션 센터,ds greedy sparse table,,4012000
,ATM,dp graph scc topological sorting,,4013000
,도로,ds dsu graph greedy mst,,4014000
,DNA,dp,,4015000
,모빌,ad-hoc dfs dp tree dp graph traversal greedy tree,,4016000
,동물원,bitmask dp bitfield dp,,4017000
,Babs’ Box Boutique,,,4018000
,Flash Mob,math sorting,,4019000
,Hexagon Perplexagon,backtrack impl,,4020000
,I’ve Got Your Back(gammon),,,4021000
,Parencedence!,,,4022000
,Road Series,,,4023000
,Show Me the Money,graph traversal impl math,,4024000
,"Sofa, So Good",,,4025000
,Town Square,,,4026000
,The Agency,,,4027000
,Chain of Fools,bruteforce impl math number theory,,4028000
,콩도르세 역설,bruteforce greedy,,4029000
,포켓볼,binary search math precomputation,,4030000
,The Banzhaf Buzz-Of,,,4031000
,GPS I Love You,,,4032000
,Have You Driven a Fjord Lately?,,,4033000
,Mobile,,,4034000
,Wally World,,,4035000
,Cut It Out!,,,4036000
,Flip It!,,,4037000
,Maze,,,4038000
,Photo Shoot,,,4039000
,Polar Bear,impl simulation,,4040000
,Pro-Test Voting,,,4041000
,Vampires!,impl,,4042000
,"We’ve Got Chemistry, Babe",,,4043000
,도전 24,bruteforce dp,,4044000
,Cover Up,,,4045000
,Decompressing in a GIF,string,,4046000
,Flipper,,,4047000
,The Flood,bfs bruteforce dfs graph traversal,,4048000
,행렬의 텐서곱,euclidean algorithm impl math number theory,,4049000
,Trip the Lights Fantastic,,,4050000
,Windows,,,4051000
,Bordering on Madness,,,4052000
,Jack of All Trades,,,4053000
,LCR,impl simulation,,4054000
,파티가 좋아 파티가 좋아,greedy sorting,,4055000
,스-스-스도쿠,backtrack,,4056000
,Tanks a Lot,,,4057000
,The Worm Turns,,,4058000
,You’ll be Working on the Railroad,,,4059000
,CIVIC DILL MIX,impl math string,,4060000
,A Foldy but a Goody,,,4061000
,Give Me an E,ad-hoc impl math,,4062000
,"Lemmings, Lemmings Everywhere. But Not For Long.",,,4063000
,Once Around the Lock,case work impl,,4064000
,A Puzzling Problem,,,4065000
,"And Now, a Remainder from Our Sponsor",bruteforce string,,4066000
,Target Practice,,,4067000
,Caterpillar,ad-hoc bfs dfs graph traversal,,4068000
,Hie with the Pie,,,4069000
,"Mahershalalhashbaz, Nebuchadnezzar, and Billy Bob Benjamin Go to the Regionals",impl sorting string,,4070000
,The Mastermind Master’s Mind,,,4071000
,Words,impl string,,4072000
,Stake Your Claim,,,4073000
,약어,,,4074000
,Countdown,,,4075000
,The Game of Efil,bruteforce impl,,4076000
,Reliable Nets,dp graph,,4077000
,Square Count,,,4078000
,Swamp Things,,,4079000
,Two Ends,dp,,4080000
,Sunday Drive,,,4081000
,Hexagram,,,4082000
,직사각형 만들기,,,4083000
,Viva la Diferencia,arithmetic impl math simulation,,4084000
,Robot Navigation,,,4085000
,Folding Game,,,4086000
,Burnout,,,4087000
,Family Fortune,dp recursion tree,,4088000
,Moving Points,,,4089000
,뱀파이어 숫자,binary search impl precomputation,,4090000
,Balloons,greedy sorting,,4091000
,비트 개수 세기,bitmask math,,4092000
,Data Recovery,,,4093000
,Equal Angles,,,4094000
,최대 정사각형,dp,,4095000
,팰린드로미터,bruteforce string,,4096000
,수익,dp,,4097000
,Roller Coaster,dp,,4098000
,Skyline,combinatorics math,,4099000
,크냐?,impl,,4101000
,Block Game,,,4104000
,유클리드,geom math,,4105000
,Museum Guards,flow,,4106000
,Knitting,arithmetic impl math simulation,,4107000
,지뢰찾기,impl,,4108000
,The Ninja Way,bellman-ford graph,,4109000
,당구대,geom,,4110000
,Robot Challenge,dp,,4111000
,Mosaic,bitmask dp bitfield dp,,4112000
,Series / Parallel Resistor Circuits,,,4113000
,The Heart of the Country,bfs bruteforce dfs graph traversal,,4114000
,Lawrence of Arabia,dp,,4115000
,Shoring Up the Levees,,,4116000
,Combination Lock,arithmetic impl math,,4117000
,Fred’s Lotto Tickets,impl,,4118000
,A No-Win Situation,,,4119000
,A Walk in the Park,,,4120000
,Teleport Out!,,,4121000
,Worms,dp,,4122000
,Bridges and Tunnels,dijkstra's graph,,4123000
,Secret Polynomial,ad-hoc case work math,,4124000
,Room Painting,,,4125000
,Course Scheduling,,,4126000
,Tetrahedron Inequality,,,4127000
,Cookie Crumbs,,,4128000
,Meganominoes,ad-hoc ds hashset treeset,,4129000
,Buying Gas,greedy,,4130000
,Modulo Solitaire,bfs graph traversal,,4131000
,Subset Sum,backtrack,,4132000
,Triangle War,bitmask dp game theory impl math,,4133000
,다음 소수,bruteforce math number theory primality test,,4134000
,How Big Is It?,bruteforce geom math,,4135000
,Pousse,impl,,4136000
,487-3279,ds hashset impl sorting string treeset,,4137000
,Paper Route,dfs graph traversal,,4138000
,Octagons,greedy impl string,,4139000
,Party Location,geom,,4140000
,Numbersrebmun,impl string,,4141000
,Class Schedule,dp floyd–warshall graph,,4142000
,Bridges and Tunnels,ds dsu hashset string treeset,,4143000
,Alien Communicating Machines,impl math,,4144000
,Geometric Sequence,case work math,,4145000
,Largest Square,dp parametric search prefix sum,,4146000
,Harmonious Matrices,,,4147000
,31게임,ds dp game theory hashset recursion,,4148000
,큰 수 소인수분해,math miller–rabin number theory pollard rho primality test,,4149000
,피보나치 수,arbitrary precision / big integers,,4150000
,Compound Words,ds hashset string tree trie,,4151000
,New Horizons,,,4152000
,직각삼각형,geom math pythagoras thm,,4153000
,Buzzwords,bruteforce ds hashset impl string,,4154000
,Ferry Loading V,,,4155000
,Driving Range,ds dsu,,4156000
,Frosh Week,compression ds segtree sorting,,4157000
,CD,binary search ds hashset two-pointer,,4158000
,알래스카,greedy sorting,,4159000
,이혼,ds hashset meet in the middle,,4160000
,나이트의 여행,,,4161000
,Paintball,geom graph traversal impl,,4162000
,Shopping,bruteforce dijkstra's graph,,4163000
,Stack Machine,,,4164000
,Ideas,,,4165000
,HST,arithmetic ds hashset math parsing string,,4166000
,Tunnelling the Earth,geom 3d math,,4167000
,Rooks,bruteforce,,4168000
,Pipes,,,4169000
,Cantor,graph traversal math,,4170000
,Meltdown,,,4171000
,sqrt log sin,dp impl,,4172000
,MC part deux,,,4173000
,Moveable maze,,,4174000
,Pick up sticks,ds deque graph topological sorting,,4175000
,Digits,impl simulation string,,4176000
,Rotate to root,,,4177000
,Tic Tac Toe,,,4178000
,불!,bfs graph traversal,,4179000
,Nice Prefixes,,,4180000
,Convex Hull,convex hull geom sorting,,4181000
,Slalom,binary search parametric search,,4182000
,Unique Snowflakes,ds hashset treeset two-pointer,,4183000
,Ocean Currents,0-1 bfs dijkstra's graph,,4184000
,Colliding Traffic,,,4185000
,Zerg Rush!!!,,,4186000
,Scrolling Sign,,,4187000
,Cranes,bitmask bruteforce geom pythagoras thm,,4188000
,WiFi,parametric search,,4189000
,Exact Change,dp,,4190000
,Dominos 2,dfs graph traversal,,4191000
,Logo 2,,,4192000
,Laurel Creek,,,4193000
,Rocket Stages,,,4194000
,친구 네트워크,ds dsu hashset,,4195000
,도미노,graph scc topological sorting,,4196000
,Logo,impl math simulation,,4197000
,열차정렬,dp,,4198000
,Classified,,,4199000
,Hot Spot,,,4200000
,Snakes and Ladders,,,4201000
,Balance,geom,,4202000
,Asteroid Rangers,graph mst,,4203000
,Curvy Little Bottles,binary search calculus math,,4204000
,버스기사 승재,bitmask dp bitfield dp,,4205000
,피보나치 단어,dp kmp string,,4206000
,Infiltration,backtrack bitmask bit set bruteforce graph math,,4207000
,열쇠,,,4208000
,Minimum Cost Flow,bruteforce dijkstra's graph impl,,4209000
,로봇 청소기,dp geom,,4210000
,금고 회사,binary search ds impl segtree,,4211000
,최단 비행 경로,dijkstra's geom 3d graph,,4212000
,그릇 쌓기,dp sorting,,4213000
,Takeover Wars,greedy,,4214000
,비밀 프로젝트,,,4215000
,Afﬁne Mess,,,4216000
,신성 문자,bfs graph traversal,,4217000
,칩 설계,circulation flow mcmf,,4218000
,커피 전문점,impl prefix sum,,4219000
,Machine Works,cht dp,,4220000
,Magic Sticks,binary search dp geom math,,4221000
,Mining Your Own Business,articulation points and bridges biconnected component graph,,4222000
,Mummy Madness,binary search ds lazyprop segtree sweeping,,4223000
,피라미드,,,4224000
,쓰레기 슈트,convex hull geom,,4225000
,Gangs,recursion string,,4226000
,Smeech,ds math parsing probability stack string,,4227000
,The Dragon of Loowater,greedy sorting,,4228000
,Tournament,,,4229000
,사랑과 전쟁,2-sat graph scc,,4230000
,Exchange Rates,dp math probability,,4231000
,Conformity,ds hashset sorting,,4232000
,가짜소수,exponentiation by squaring fermat's little thm math number theory primality test,,4233000
,Carpool,,,4234000
,Friend or Foe?,,,4235000
,Open Source,ds hashset impl sorting,,4236000
,비 단조성,ad-hoc,,4237000
,Humidex,impl math,,4238000
,Tour de France,,,4239000
,Texas Trip,geom,,4240000
,소수 없는 수열,backtrack impl math number theory primality test eratosthenes,,4241000
,Hit or Miss,impl simulation,,4242000
,보안 업체,dp,,4243000
,Roll Playing Games,bfs dfs graph traversal,,4244000
,Team Rankings,bruteforce impl,,4245000
,To and Fro,,,4246000
,Translations,,,4247000
,Chat Rooms,ds hashset impl prefix sum queue string treeset,,4248000
,Hermes' Colony,,,4249000
,EKG Sequence,,,4250000
,"Water Main Break, Fixed",bruteforce,,4251000
,Polly Nomials,,,4252000
,Pushing Boxes,,,4253000
,Ball Toss,impl,,4254000
,Galactic Breakup,,,4255000
,트리,d&c recursion tree,,4256000
,프리오더 포스트오더,combinatorics math tree,,4257000
,Knockout Tournament,,,4258000
,Plugged In,,,4259000
,One Person “The Price is Right”,dp,,4260000
,Slots of Fun,,,4261000
,Semi-prime H-numbers,math number theory primality test eratosthenes,,4262000
,Rectilinear polygon,,,4263000
,Life Forms,,,4264000
,Tautology,bitmask bruteforce ds parsing stack string,,4265000
,Rinse,,,4266000
,"The Trip, 2007",,,4267000
,Mall Mania,,,4268000
,Moonshine,,,4269000
,WFF 'N PROOF,,,4270000
,Cousins,,,4271000
,Ferry Loading IV,impl simulation two-pointer,,4272000
,Card Hands,,,4273000
,Eventually periodic sequence,,,4274000
